name	start	end	length	id	type	isfamily	isgroup	is_score	is_expected	is_frame	is_perc_of_orf	is_origin	
completeIS_0.95	4192516	4193622	1107	<unknown id>	ISCbo6_orf2 	IS607	-	1455.0	0.0	(-2, 0)	0.992	Clostridium 	2.0	is_name:ISCbo6_orf2 	original_orf:377	original_aa_length:374	family:IS607	group:-	origin:Clostridium 	ntlength:1981.0	orflength:377	numorfs:2.0	sbjct_start:1	sbjct_end:374	expected:0.0	score:1455.0	query_length:1644	query_start:15	identities:290	align_length:375	positives:332	query_end:1121	frame:(-2, 0)	bits:565.074	mod_query_start:4192515	mod_query_end:4193621	perc_of_orf:0.992	
completeIS_0.95	4196598	4197704	1107	<unknown id>	ISCbo6_orf2 	IS607	-	1438.0	0.0	(-1, 0)	0.992	Clostridium 	2.0	is_name:ISCbo6_orf2 	original_orf:377	original_aa_length:374	family:IS607	group:-	origin:Clostridium 	ntlength:1981.0	orflength:377	numorfs:2.0	sbjct_start:1	sbjct_end:374	expected:0.0	score:1438.0	query_length:1709	query_start:15	identities:283	align_length:375	positives:328	query_end:1121	frame:(-1, 0)	bits:558.525	mod_query_start:4196597	mod_query_end:4197703	perc_of_orf:0.992	
completeIS_0.95	1884480	1885727	1248	<unknown id>	ISDha10_orf1 	IS110	-	940.0	5.43073e-125	(-1, 0)	0.963	Desulfitobacterium hafniense	1.0	is_name:ISDha10_orf1 	original_orf:433	original_aa_length:417	family:IS110	group:-	origin:Desulfitobacterium hafniense	ntlength:1976.0	orflength:433	numorfs:1.0	sbjct_start:4	sbjct_end:420	expected:5.43073e-125	score:940.0	query_length:1277	query_start:30	identities:198	align_length:417	positives:277	query_end:1277	frame:(-1, 0)	bits:366.696	mod_query_start:1884479	mod_query_end:1885726	perc_of_orf:0.963	
wholeIS_0.8	12937	13920	984	<unknown id>	ISCth2_orf1 	IS30	-	936.0	6.32916e-126	(3, 0)	0.897	Clostridium thermocellum	1.0	is_name:ISCth2_orf1 	original_orf:369	original_aa_length:331	family:IS30	group:-	origin:Clostridium thermocellum	ntlength:1224.0	orflength:369	numorfs:1.0	sbjct_start:35	sbjct_end:365	expected:6.32916e-126	score:936.0	query_length:1145	query_start:96	identities:199	align_length:331	positives:245	query_end:1079	frame:(3, 0)	bits:365.155	mod_query_start:12936	mod_query_end:13919	perc_of_orf:0.897	
wholeIS_0.8	4785209	4786192	984	<unknown id>	ISCth2_orf1 	IS30	-	921.0	6.13373e-124	(-1, 0)	0.897	Clostridium thermocellum	1.0	is_name:ISCth2_orf1 	original_orf:369	original_aa_length:331	family:IS30	group:-	origin:Clostridium thermocellum	ntlength:1224.0	orflength:369	numorfs:1.0	sbjct_start:35	sbjct_end:365	expected:6.13373e-124	score:921.0	query_length:1085	query_start:6	identities:199	align_length:331	positives:245	query_end:989	frame:(-1, 0)	bits:359.377	mod_query_start:4785208	mod_query_end:4786191	perc_of_orf:0.897	
IS	235671	236396	726	<unknown id>	ISTwi1_orf1 	IS256	-	915.0	3.85362e-124	(-1, 0)	0.598	Thermoanaerobacter wiegelii	1.0	is_name:ISTwi1_orf1 	original_orf:405	original_aa_length:242	family:IS256	group:-	origin:Thermoanaerobacter wiegelii	ntlength:1545.0	orflength:405	numorfs:1.0	sbjct_start:1	sbjct_end:242	expected:3.85362e-124	score:915.0	query_length:788	query_start:27	identities:165	align_length:242	positives:209	query_end:752	frame:(-1, 0)	bits:357.066	mod_query_start:235670	mod_query_end:236395	perc_of_orf:0.598	
completeIS_0.95	1839512	1840921	1410	<unknown id>	ISPa7_orf1 	IS1182	-	864.0	1.22879e-111	(3, 0)	0.968	Pseudomonas aeruginosa	1.0	is_name:ISPa7_orf1 	original_orf:476	original_aa_length:461	family:IS1182	group:-	origin:Pseudomonas aeruginosa	ntlength:1669.0	orflength:476	numorfs:1.0	sbjct_start:1	sbjct_end:461	expected:1.22879e-111	score:864.0	query_length:1556	query_start:3	identities:181	align_length:474	positives:278	query_end:1412	frame:(3, 0)	bits:337.421	mod_query_start:1839511	mod_query_end:1840920	perc_of_orf:0.968	
wholeIS_0.8	4193624	4194145	522	<unknown id>	ISCbo6_orf1 	IS607	-	803.0	1.48049e-111	(-1, 0)	0.837	Clostridium 	2.0	is_name:ISCbo6_orf1 	original_orf:208	original_aa_length:174	family:IS607	group:-	origin:Clostridium 	ntlength:1981.0	orflength:208	numorfs:2.0	sbjct_start:28	sbjct_end:201	expected:1.48049e-111	score:803.0	query_length:523	query_start:2	identities:152	align_length:174	positives:163	query_end:523	frame:(-1, 0)	bits:313.923	mod_query_start:4192502	mod_query_end:4193023	perc_of_orf:0.837	
IS	232263	232904	642	<unknown id>	ISCbe6_orf1 	IS256	-	787.0	2.80439e-105	(-1, 0)	0.526	Caldicellulosiruptor bescii	1.0	is_name:ISCbe6_orf1 	original_orf:407	original_aa_length:214	family:IS256	group:-	origin:Caldicellulosiruptor bescii	ntlength:1552.0	orflength:407	numorfs:1.0	sbjct_start:31	sbjct_end:244	expected:2.80439e-105	score:787.0	query_length:698	query_start:3	identities:145	align_length:214	positives:188	query_end:644	frame:(-1, 0)	bits:307.76	mod_query_start:232262	mod_query_end:232903	perc_of_orf:0.526	
wholeIS_0.8	4778449	4779849	1401	<unknown id>	ISTet1_orf1 	ISLre2	-	758.0	3.6148e-96	(-1, 0)	0.928	Thermoanaerobacter ethanolicus	1.0	is_name:ISTet1_orf1 	original_orf:473	original_aa_length:439	family:ISLre2	group:-	origin:Thermoanaerobacter ethanolicus	ntlength:1596.0	orflength:473	numorfs:1.0	sbjct_start:30	sbjct_end:468	expected:3.6148e-96	score:758.0	query_length:1466	query_start:9	identities:188	align_length:467	positives:289	query_end:1409	frame:(-1, 0)	bits:296.59	mod_query_start:4778448	mod_query_end:4779848	perc_of_orf:0.928	
