name	start	end	length	id	type	isfamily	isgroup	is_score	is_expected	is_frame	is_perc_of_orf	is_origin	
completeIS_0.95	1759096	1760094	999	<unknown id>	ISAcr3_orf1 	ISAs1	-	866.0	1.00083e-115	(3, 0)	0.959	Acidiphilium cryptum	1.0	is_name:ISAcr3_orf1 	original_orf:345	original_aa_length:331	family:ISAs1	group:-	origin:Acidiphilium cryptum	ntlength:1232.0	orflength:345	numorfs:1.0	sbjct_start:9	sbjct_end:339	expected:1.00083e-115	score:866.0	query_length:1133	query_start:117	identities:192	align_length:337	positives:237	query_end:1115	frame:(3, 0)	bits:338.191	mod_query_start:1759095	mod_query_end:1760093	perc_of_orf:0.959	
wholeIS_0.8	344168	344962	795	<unknown id>	ISAzo23_orf1 	IS5	IS1031	829.0	7.27317e-113	(-1, 0)	0.944	Azoarcus sp.	1.0	is_name:ISAzo23_orf1 	original_orf:270	original_aa_length:255	family:IS5	group:IS1031	origin:Azoarcus sp.	ntlength:871.0	orflength:270	numorfs:1.0	sbjct_start:3	sbjct_end:257	expected:7.27317e-113	score:829.0	query_length:836	query_start:33	identities:155	align_length:265	positives:194	query_end:827	frame:(-1, 0)	bits:323.939	mod_query_start:344167	mod_query_end:344961	perc_of_orf:0.944	
wholeIS_0.8	2645833	2646642	810	<unknown id>	ISAzo23_orf1 	IS5	IS1031	796.0	1.01524e-107	(-1, 0)	0.944	Azoarcus sp.	1.0	is_name:ISAzo23_orf1 	original_orf:270	original_aa_length:255	family:IS5	group:IS1031	origin:Azoarcus sp.	ntlength:871.0	orflength:270	numorfs:1.0	sbjct_start:3	sbjct_end:257	expected:1.01524e-107	score:796.0	query_length:851	query_start:33	identities:154	align_length:270	positives:192	query_end:842	frame:(-1, 0)	bits:311.227	mod_query_start:2645832	mod_query_end:2646641	perc_of_orf:0.944	
completeIS_0.95	1847682	1848767	1086	<unknown id>	ISAde3_orf2 	IS3	IS407	780.0	1.09282e-102	(3, 0)	1.0	Anaeromyxobacter dehalogenans	3.0	is_name:ISAde3_orf2 	original_orf:362	original_aa_length:362	family:IS3	group:IS407	origin:Anaeromyxobacter dehalogenans	ntlength:1183.0	orflength:362	numorfs:3.0	sbjct_start:1	sbjct_end:362	expected:1.09282e-102	score:780.0	query_length:1103	query_start:15	identities:180	align_length:365	positives:231	query_end:1100	frame:(3, 0)	bits:305.064	mod_query_start:1847681	mod_query_end:1848766	perc_of_orf:1.0	
IS	2509918	2510796	879	<unknown id>	ISStau1_orf2 	IS3	IS3	743.0	8.63001e-96	(3, 0)	0.711	Stigmatella aurantiaca	3.0	is_name:ISStau1_orf2 	original_orf:402	original_aa_length:286	family:IS3	group:IS3	origin:Stigmatella aurantiaca	ntlength:1376.0	orflength:402	numorfs:3.0	sbjct_start:111	sbjct_end:396	expected:8.63001e-96	score:743.0	query_length:1268	query_start:330	identities:148	align_length:293	positives:196	query_end:1208	frame:(3, 0)	bits:290.812	mod_query_start:2509917	mod_query_end:2510795	perc_of_orf:0.711	
wholeIS_0.8	2646923	2647936	1014	<unknown id>	ISMxa2_orf2 	IS3	IS407	627.0	3.45734e-79	(-3, 0)	0.856	Myxococcus xanthus	3.0	is_name:ISMxa2_orf2 	original_orf:383	original_aa_length:328	family:IS3	group:IS407	origin:Myxococcus xanthus	ntlength:1244.0	orflength:383	numorfs:3.0	sbjct_start:32	sbjct_end:359	expected:3.45734e-79	score:627.0	query_length:1156	query_start:57	identities:142	align_length:340	positives:194	query_end:1070	frame:(-3, 0)	bits:246.128	mod_query_start:2646922	mod_query_end:2647935	perc_of_orf:0.856	
IS	2326779	2327471	693	<unknown id>	ISEc18_orf1 	IS481	-	592.0	8.04808e-76	(3, 0)	0.706	Escherichia coli	1.0	is_name:ISEc18_orf1 	original_orf:323	original_aa_length:228	family:IS481	group:-	origin:Escherichia coli	ntlength:1020.0	orflength:323	numorfs:1.0	sbjct_start:73	sbjct_end:300	expected:8.04808e-76	score:592.0	query_length:911	query_start:189	identities:115	align_length:231	positives:160	query_end:881	frame:(3, 0)	bits:232.646	mod_query_start:2326778	mod_query_end:2327470	perc_of_orf:0.706	
IS	2862168	2862806	639	<unknown id>	ISAzo23_orf1 	IS5	IS1031	572.0	1.1448e-69	(1, 0)	0.767	Azoarcus sp.	1.0	is_name:ISAzo23_orf1 	original_orf:270	original_aa_length:207	family:IS5	group:IS1031	origin:Azoarcus sp.	ntlength:871.0	orflength:270	numorfs:1.0	sbjct_start:31	sbjct_end:237	expected:1.1448e-69	score:572.0	query_length:1903	query_start:754	identities:125	align_length:213	positives:157	query_end:1392	frame:(1, 0)	bits:224.942	mod_query_start:2862167	mod_query_end:2862805	perc_of_orf:0.767	
IS	592260	593057	798	<unknown id>	ISStau1_orf2 	IS3	IS3	534.0	3.23915e-65	(2, 0)	0.629	Stigmatella aurantiaca	3.0	is_name:ISStau1_orf2 	original_orf:402	original_aa_length:253	family:IS3	group:IS3	origin:Stigmatella aurantiaca	ntlength:1376.0	orflength:402	numorfs:3.0	sbjct_start:81	sbjct_end:333	expected:3.23915e-65	score:534.0	query_length:1111	query_start:209	identities:125	align_length:266	positives:159	query_end:1006	frame:(2, 0)	bits:210.305	mod_query_start:592259	mod_query_end:593056	perc_of_orf:0.629	
wholeIS_0.8	2336787	2337734	948	<unknown id>	ISLpn8_orf3 	IS3	IS407	461.0	9.75e-55	(-1, 0)	0.835	Legionella pneumophila	3.0	is_name:ISLpn8_orf3 	original_orf:370	original_aa_length:309	family:IS3	group:IS407	origin:Legionella pneumophila	ntlength:1199.0	orflength:370	numorfs:3.0	sbjct_start:1	sbjct_end:309	expected:9.75e-55	score:461.0	query_length:1137	query_start:190	identities:114	align_length:319	positives:168	query_end:1137	frame:(-1, 0)	bits:182.185	mod_query_start:2336786	mod_query_end:2337733	perc_of_orf:0.835	
wholeIS_0.8	1199703	1200602	900	<unknown id>	ISAar1_orf1 	IS1595	ISSod11	433.0	1.42979e-51	(-1, 0)	0.831	Arthrobacter arilaitensis	1.0	is_name:ISAar1_orf1 	original_orf:356	original_aa_length:296	family:IS1595	group:ISSod11	origin:Arthrobacter arilaitensis	ntlength:1217.0	orflength:356	numorfs:1.0	sbjct_start:20	sbjct_end:315	expected:1.42979e-51	score:433.0	query_length:929	query_start:6	identities:103	align_length:304	positives:158	query_end:905	frame:(-1, 0)	bits:171.4	mod_query_start:1199702	mod_query_end:1200601	perc_of_orf:0.831	
IS	1147612	1148061	450	<unknown id>	ISMac15_orf1 	IS5	IS1031	394.0	3.39155e-47	(2, 0)	0.528	Methanosarcina acetivorans	1.0	is_name:ISMac15_orf1 	original_orf:271	original_aa_length:143	family:IS5	group:IS1031	origin:Methanosarcina acetivorans	ntlength:886.0	orflength:271	numorfs:1.0	sbjct_start:121	sbjct_end:263	expected:3.39155e-47	score:394.0	query_length:829	query_start:377	identities:86	align_length:150	positives:105	query_end:826	frame:(2, 0)	bits:156.377	mod_query_start:1147611	mod_query_end:1148060	perc_of_orf:0.528	
IS	2860615	2861040	426	<unknown id>	ISSru3_orf3 	IS1	-	358.0	9.97333e-53	(-2, 0)	0.601	Salinibacter ruber	3.0	is_name:ISSru3_orf3 	original_orf:238	original_aa_length:143	family:IS1	group:-	origin:Salinibacter ruber	ntlength:808.0	orflength:238	numorfs:3.0	sbjct_start:92	sbjct_end:234	expected:9.97333e-53	score:358.0	query_length:792	query_start:60	identities:72	align_length:143	positives:91	query_end:485	frame:(-2, 0)	bits:142.51	mod_query_start:2860614	mod_query_end:2861039	perc_of_orf:0.601	
IS	2861712	2862137	426	<unknown id>	ISSru3_orf3 	IS1	-	357.0	1.3759e-54	(1, 0)	0.601	Salinibacter ruber	3.0	is_name:ISSru3_orf3 	original_orf:238	original_aa_length:143	family:IS1	group:-	origin:Salinibacter ruber	ntlength:808.0	orflength:238	numorfs:3.0	sbjct_start:92	sbjct_end:234	expected:1.3759e-54	score:357.0	query_length:753	query_start:298	identities:70	align_length:143	positives:91	query_end:723	frame:(1, 0)	bits:142.124	mod_query_start:2861711	mod_query_end:2862136	perc_of_orf:0.601	
wholeIS_0.8	3039874	3040377	504	<unknown id>	ISSru3_orf2 	IS1	-	353.0	4.23106e-42	(1, 0)	0.837	Salinibacter ruber	3.0	is_name:ISSru3_orf2 	original_orf:215	original_aa_length:180	family:IS1	group:-	origin:Salinibacter ruber	ntlength:808.0	orflength:215	numorfs:3.0	sbjct_start:32	sbjct_end:211	expected:4.23106e-42	score:353.0	query_length:744	query_start:202	identities:75	align_length:183	positives:105	query_end:705	frame:(1, 0)	bits:140.584	mod_query_start:3039873	mod_query_end:3040376	perc_of_orf:0.837	
IS	2863389	2863799	411	<unknown id>	ISLysp1_orf3 	IS1	-	348.0	1.64194e-42	(-1, 0)	0.57	Lyngbya sp.	3.0	is_name:ISLysp1_orf3 	original_orf:242	original_aa_length:138	family:IS1	group:-	origin:Lyngbya sp.	ntlength:981.0	orflength:242	numorfs:3.0	sbjct_start:105	sbjct_end:242	expected:1.64194e-42	score:348.0	query_length:1193	query_start:18	identities:62	align_length:138	positives:90	query_end:428	frame:(-1, 0)	bits:138.658	mod_query_start:2863388	mod_query_end:2863798	perc_of_orf:0.57	
IS	3035587	3035997	411	<unknown id>	ISLysp1_orf3 	IS1	-	337.0	2.46596e-43	(1, 0)	0.57	Lyngbya sp.	3.0	is_name:ISLysp1_orf3 	original_orf:242	original_aa_length:138	family:IS1	group:-	origin:Lyngbya sp.	ntlength:981.0	orflength:242	numorfs:3.0	sbjct_start:105	sbjct_end:242	expected:2.46596e-43	score:337.0	query_length:738	query_start:328	identities:64	align_length:138	positives:88	query_end:738	frame:(1, 0)	bits:134.42	mod_query_start:3035586	mod_query_end:3035996	perc_of_orf:0.57	
wholeIS_0.8	2864115	2864501	387	<unknown id>	ISMba18_orf1 	IS200/IS605	IS200	303.0	2.10871e-35	(1, 0)	0.872	Methanosarcina barkeri	1.0	is_name:ISMba18_orf1 	original_orf:149	original_aa_length:130	family:IS200/IS605	group:IS200	origin:Methanosarcina barkeri	ntlength:622.0	orflength:149	numorfs:1.0	sbjct_start:1	sbjct_end:130	expected:2.10871e-35	score:303.0	query_length:765	query_start:316	identities:58	align_length:130	positives:83	query_end:702	frame:(1, 0)	bits:121.324	mod_query_start:2863686	mod_query_end:2864072	perc_of_orf:0.872	
ISstart	2859352	2859693	342	<unknown id>	ISMac15_orf1 	IS5	IS1031	301.0	6.02767e-47	(-1, 0)	0.432	Methanosarcina acetivorans	1.0	is_name:ISMac15_orf1 	original_orf:271	original_aa_length:117	family:IS5	group:IS1031	origin:Methanosarcina acetivorans	ntlength:886.0	orflength:271	numorfs:1.0	sbjct_start:7	sbjct_end:123	expected:6.02767e-47	score:301.0	query_length:1123	query_start:449	identities:55	align_length:117	positives:78	query_end:790	frame:(-1, 0)	bits:120.553	mod_query_start:2859351	mod_query_end:2859692	perc_of_orf:0.432	
ISstart	2858030	2858368	339	<unknown id>	ISMac15_orf1 	IS5	IS1031	296.0	7.92982e-51	(3, 0)	0.428	Methanosarcina acetivorans	1.0	is_name:ISMac15_orf1 	original_orf:271	original_aa_length:116	family:IS5	group:IS1031	origin:Methanosarcina acetivorans	ntlength:886.0	orflength:271	numorfs:1.0	sbjct_start:7	sbjct_end:122	expected:7.92982e-51	score:296.0	query_length:814	query_start:15	identities:57	align_length:116	positives:77	query_end:353	frame:(3, 0)	bits:118.627	mod_query_start:2858029	mod_query_end:2858367	perc_of_orf:0.428	
ISstart	1147277	1147609	333	<unknown id>	ISAli1_orf1 	IS5	IS1031	286.0	4.29965e-33	(3, 0)	0.38	Azospirillum lipoferum	1.0	is_name:ISAli1_orf1 	original_orf:287	original_aa_length:109	family:IS5	group:IS1031	origin:Azospirillum lipoferum	ntlength:933.0	orflength:287	numorfs:1.0	sbjct_start:31	sbjct_end:139	expected:4.29965e-33	score:286.0	query_length:376	query_start:42	identities:56	align_length:111	positives:75	query_end:374	frame:(3, 0)	bits:114.775	mod_query_start:1147276	mod_query_end:1147608	perc_of_orf:0.38	
IS	2862879	2863100	222	<unknown id>	ISCaa10_orf1 	IS200/IS605	IS200	271.0	3.77027e-44	(1, 0)	0.503	Candidatus Amoebophilus	1.0	is_name:ISCaa10_orf1 	original_orf:147	original_aa_length:74	family:IS200/IS605	group:IS200	origin:Candidatus Amoebophilus	ntlength:523.0	orflength:147	numorfs:1.0	sbjct_start:6	sbjct_end:79	expected:3.77027e-44	score:271.0	query_length:511	query_start:73	identities:48	align_length:74	positives:60	query_end:294	frame:(1, 0)	bits:108.997	mod_query_start:2861486	mod_query_end:2861707	perc_of_orf:0.503	
ISstart	800963	801163	201	<unknown id>	ISAzo23_orf1 	IS5	IS1031	259.0	1.90649e-29	(3, 0)	0.248	Azoarcus sp.	1.0	is_name:ISAzo23_orf1 	original_orf:270	original_aa_length:67	family:IS5	group:IS1031	origin:Azoarcus sp.	ntlength:871.0	orflength:270	numorfs:1.0	sbjct_start:3	sbjct_end:69	expected:1.90649e-29	score:259.0	query_length:353	query_start:9	identities:47	align_length:67	positives:52	query_end:209	frame:(3, 0)	bits:104.375	mod_query_start:800962	mod_query_end:801162	perc_of_orf:0.248	
IS	2060610	2061032	423	<unknown id>	IS5Sb_orf1 	IS5	IS1031	254.0	1.23336e-26	(-2, 0)	0.536	Synechocystis sp.	1.0	is_name:IS5Sb_orf1 	original_orf:261	original_aa_length:140	family:IS5	group:IS1031	origin:Synechocystis sp.	ntlength:871.0	orflength:261	numorfs:1.0	sbjct_start:121	sbjct_end:260	expected:1.23336e-26	score:254.0	query_length:831	query_start:18	identities:55	align_length:142	positives:83	query_end:440	frame:(-2, 0)	bits:102.449	mod_query_start:2060609	mod_query_end:2061031	perc_of_orf:0.536	
IS	2858371	2858802	432	<unknown id>	ISAcma20_orf1 	IS5	IS1031	250.0	1.39912e-27	(3, 0)	0.542	Acaryochloris marina	1.0	is_name:ISAcma20_orf1 	original_orf:260	original_aa_length:141	family:IS5	group:IS1031	origin:Acaryochloris marina	ntlength:867.0	orflength:260	numorfs:1.0	sbjct_start:119	sbjct_end:259	expected:1.39912e-27	score:250.0	query_length:461	query_start:3	identities:54	align_length:144	positives:83	query_end:434	frame:(3, 0)	bits:100.908	mod_query_start:2858017	mod_query_end:2858448	perc_of_orf:0.542	
