name	start	end	length	id	type	isfamily	isgroup	is_score	is_expected	is_frame	is_perc_of_orf	is_origin	
completeIS_0.95	233482	234657	1176	<unknown id>	ISEnfa4_orf1 	IS256	-	976.0	3.11003e-131	(3, 0)	1.0	Enterococcus faecealis	1.0	is_name:ISEnfa4_orf1 	original_orf:390	original_aa_length:390	family:IS256	group:-	origin:Enterococcus faecealis	ntlength:1324.0	orflength:390	numorfs:1.0	sbjct_start:1	sbjct_end:390	expected:3.11003e-131	score:976.0	query_length:1244	query_start:27	identities:195	align_length:392	positives:268	query_end:1202	frame:(3, 0)	bits:380.563	mod_query_start:233481	mod_query_end:234656	perc_of_orf:1.0	
completeIS_0.95	714056	715216	1161	<unknown id>	IS1542_orf1 	IS256	-	976.0	2.74975e-131	(3, 0)	0.99	Enterococcus faecium	1.0	is_name:IS1542_orf1 	original_orf:390	original_aa_length:386	family:IS256	group:-	origin:Enterococcus faecium	ntlength:1324.0	orflength:390	numorfs:1.0	sbjct_start:1	sbjct_end:386	expected:2.74975e-131	score:976.0	query_length:1229	query_start:21	identities:193	align_length:387	positives:267	query_end:1181	frame:(3, 0)	bits:380.563	mod_query_start:714055	mod_query_end:715215	perc_of_orf:0.99	
completeIS_0.95	1108378	1109538	1161	<unknown id>	IS1542_orf1 	IS256	-	976.0	3.09258e-131	(-1, 0)	0.99	Enterococcus faecium	1.0	is_name:IS1542_orf1 	original_orf:390	original_aa_length:386	family:IS256	group:-	origin:Enterococcus faecium	ntlength:1324.0	orflength:390	numorfs:1.0	sbjct_start:1	sbjct_end:386	expected:3.09258e-131	score:976.0	query_length:1238	query_start:57	identities:193	align_length:387	positives:267	query_end:1217	frame:(-1, 0)	bits:380.563	mod_query_start:1108377	mod_query_end:1109537	perc_of_orf:0.99	
completeIS_0.95	1136030	1137190	1161	<unknown id>	IS1542_orf1 	IS256	-	976.0	3.05909e-131	(3, 0)	0.99	Enterococcus faecium	1.0	is_name:IS1542_orf1 	original_orf:390	original_aa_length:386	family:IS256	group:-	origin:Enterococcus faecium	ntlength:1324.0	orflength:390	numorfs:1.0	sbjct_start:1	sbjct_end:386	expected:3.05909e-131	score:976.0	query_length:1238	query_start:21	identities:193	align_length:387	positives:267	query_end:1181	frame:(3, 0)	bits:380.563	mod_query_start:1136029	mod_query_end:1137189	perc_of_orf:0.99	
completeIS_0.95	1440748	1441908	1161	<unknown id>	IS1542_orf1 	IS256	-	976.0	3.43851e-131	(3, 0)	0.99	Enterococcus faecium	1.0	is_name:IS1542_orf1 	original_orf:390	original_aa_length:386	family:IS256	group:-	origin:Enterococcus faecium	ntlength:1324.0	orflength:390	numorfs:1.0	sbjct_start:1	sbjct_end:386	expected:3.43851e-131	score:976.0	query_length:1235	query_start:27	identities:193	align_length:387	positives:266	query_end:1187	frame:(3, 0)	bits:380.563	mod_query_start:1440747	mod_query_end:1441907	perc_of_orf:0.99	
completeIS_0.95	1570328	1571488	1161	<unknown id>	IS1542_orf1 	IS256	-	976.0	3.05909e-131	(3, 0)	0.99	Enterococcus faecium	1.0	is_name:IS1542_orf1 	original_orf:390	original_aa_length:386	family:IS256	group:-	origin:Enterococcus faecium	ntlength:1324.0	orflength:390	numorfs:1.0	sbjct_start:1	sbjct_end:386	expected:3.05909e-131	score:976.0	query_length:1238	query_start:21	identities:193	align_length:387	positives:267	query_end:1181	frame:(3, 0)	bits:380.563	mod_query_start:1570327	mod_query_end:1571487	perc_of_orf:0.99	
completeIS_0.95	1574466	1575626	1161	<unknown id>	IS1542_orf1 	IS256	-	976.0	3.09258e-131	(-1, 0)	0.99	Enterococcus faecium	1.0	is_name:IS1542_orf1 	original_orf:390	original_aa_length:386	family:IS256	group:-	origin:Enterococcus faecium	ntlength:1324.0	orflength:390	numorfs:1.0	sbjct_start:1	sbjct_end:386	expected:3.09258e-131	score:976.0	query_length:1238	query_start:57	identities:193	align_length:387	positives:267	query_end:1217	frame:(-1, 0)	bits:380.563	mod_query_start:1574465	mod_query_end:1575625	perc_of_orf:0.99	
completeIS_0.95	1608649	1609809	1161	<unknown id>	IS1542_orf1 	IS256	-	976.0	3.09258e-131	(-1, 0)	0.99	Enterococcus faecium	1.0	is_name:IS1542_orf1 	original_orf:390	original_aa_length:386	family:IS256	group:-	origin:Enterococcus faecium	ntlength:1324.0	orflength:390	numorfs:1.0	sbjct_start:1	sbjct_end:386	expected:3.09258e-131	score:976.0	query_length:1238	query_start:57	identities:193	align_length:387	positives:267	query_end:1217	frame:(-1, 0)	bits:380.563	mod_query_start:1608648	mod_query_end:1609808	perc_of_orf:0.99	
completeIS_0.95	1391887	1393074	1188	<unknown id>	ISEnfa4_orf1 	IS256	-	967.0	1.01855e-129	(-1, 0)	1.0	Enterococcus faecealis	1.0	is_name:ISEnfa4_orf1 	original_orf:390	original_aa_length:390	family:IS256	group:-	origin:Enterococcus faecealis	ntlength:1324.0	orflength:390	numorfs:1.0	sbjct_start:1	sbjct_end:390	expected:1.01855e-129	score:967.0	query_length:1250	query_start:42	identities:196	align_length:396	positives:270	query_end:1229	frame:(-1, 0)	bits:377.096	mod_query_start:1391886	mod_query_end:1393073	perc_of_orf:1.0	
completeIS_0.95	1588913	1590073	1161	<unknown id>	IS1542_orf1 	IS256	-	963.0	2.72788e-129	(-1, 0)	0.99	Enterococcus faecium	1.0	is_name:IS1542_orf1 	original_orf:390	original_aa_length:386	family:IS256	group:-	origin:Enterococcus faecium	ntlength:1324.0	orflength:390	numorfs:1.0	sbjct_start:1	sbjct_end:386	expected:2.72788e-129	score:963.0	query_length:1244	query_start:57	identities:192	align_length:387	positives:266	query_end:1217	frame:(-1, 0)	bits:375.555	mod_query_start:1588912	mod_query_end:1590072	perc_of_orf:0.99	
